seller_id,count_customers
17ca9b9e9b9ef8fdb529001b49ebb50f,116
640e21a7d01df7614a3b4923e990d40c,115
fc906263ca5083d09dce42fe02247800,114
f5a590cf36251cf1162ea35bef76fe84,114
c33847515fa6305ce6feb1e818569f13,114
1b4c3a6f53068f0b6944d2d005c9fc89,113
1ca7077d890b907f89be8c954a02686a,113
6c7d50c24b3ccd2fd83b44d8bb34e073,113
1127b7f2594683f2510f1c2c834a486b,110
f4aba7c0bca51484c30ab7bdc34bcdd1,110
289cdb325fb7e7f891c38608bf9e0962,109
8c16d1f32a54d92897cc437244442e1b,108
febab0275244b9a49a623f0bd613ca2f,108
dbb9b48c841a0e39e21f98e1a6b2ec3e,108
25e6ffe976bd75618accfe16cefcbd0d,107
70eea00b476a314817cefde4aad4f89a,107
b1fc4f64df5a0e8b6913ab38803c57a9,107
612170e34b97004b3ba37eae81836b4c,107
0adac9fbd9a2b63cccaac4f8756c1ca8,107
dd2bdf855a9172734fbc3744021ae9b9,105
33a6f4b1e7cdc205511e76ba1b6e0186,104
3b15288545f8928d3e65a8f949a28291,104
aaed1309374718fdd995ee4c58c9dfcd,103
ac3508719a1d8f5b7614b798f70af136,103
42b729f859728f5079499127a9c2ef37,102
00fc707aaaad2d31347cf883cd2dfe10,102
8e6cc767478edae941d9bd9eb778d77a,101
4371b634e0efc0e22b09b52907d9d469,100
b2479f944e1b90cf8a5de1bbfde284d6,100
d94a40fd42351c259927028d163af842,100
282f23a9769b2690c5dda22e316f9941,99
9d4db00d65d7760644ac0c14edb5fd86,98
aac29b1b99776be73c3049939652091d,98
a49928bcdf77c55c6d6e05e09a9b4ca5,98
5c243662ce92d84573bfaff24c3e3700,98
80e6699fe29150b372a0c8a1ebf7dcc8,98
7ea5bfa6c340f58f8e71fc1f0412b0d6,98
ececbfcff9804a2d6b40f589df8eef2b,97
729f06993dac8e860d4f02d7088ca48a,96
530ec6109d11eaaf87999465c6afee01,96
8a432f4e5b471f8da497d7dc517666e2,95
04308b1ee57b6625f47df1d56f00eedf,94
5d0363b33554b373851fc1622e4d5f3c,94
ff063b022a9a0aab91bad2c9088760b7,94
8444e55c1f13cd5c179851e5ca5ebd00,94
8648b1e89e9b349e32d3741b30ec737e,93
3db66a856d18a9cba7c9241fc5221c50,93
440dd6ab244315c632130ecfb63827b1,93
7b07b3c7487f0ea825fc6df75abd658b,92
7e3f87d16fb353f408d467e74fbd8014,92
dee656f0f566ed1aa85bd137c943f08f,92
9616352088dcf83a7c06637f4ebf1c80,92
06e5eefc71ec47ae763c5c6f8db7064f,92
d6b1ce66b035a475f00c017792ff9769,92
f27e33c6d29b5138fa9967bcd445b6d5,92
891071be6ba827b591264c90c2ae8a63,91
f84fa566034f5e8e880a07ec624c56af,91
6973a06f484aacf400ece213dbf3d946,91
1d8dbc4f32378d715c717c1c1fc57bae,91
98dac6635aee4995d501a3972e047414,91
827f8f69dfa529c561901c4f2e0f332f,91
f84a00e60c73a49e7e851c9bdca3a5bb,90
527801b552d0077ffd170872eb49683b,89
bd23da7354813347129d751591d1a6e2,88
2ff97219cb8622eaf3cd89b7d9c09824,88
725c32fa80c2faacc4fc88450d27314e,88
0509040ea3fe50071181bbc359eb7738,88
900ba814c251a692506d7834c1218441,88
d20b021d3efdf267a402c402a48ea64b,88
adbc26658d6c7b4b6219f9d934598091,88
609e1a9a6c2539919b8205cf7c4e6ff0,87
e8b3a3a38279a82f0e5d006d5e5b7d2c,87
bd0389da23d89b726abf911cccc54596,87
f3b80352b986ab4d1057a4b724be19d0,86
8e6d7754bc7e0f22c96d255ebda59eba,85
b561927807645834b59ef0d16ba55a24,85
dbd66278cbfe1aa1000f90a217ca4695,84
0df3984f9dfb3d49ac6366acbd3bbb85,84
ba143b05f0110f0dc71ad71b4466ce92,84
ebd2d60905fb58271facef5596b620d3,84
0432ead42b6c8a0bdf68154add917fdf,83
688756f717c462a206ad854c5027a64a,83
f46490624488d3ff7ce78613913a7711,83
c8b0e2b0a7095e5d8219575d5e7e1181,83
b14db04aa7881970e83ffa9426897925,83
8bb48dc19fccaa8613b6229bf7f452a2,82
4e7c18b98d84e05cbae3ff0ff03846c2,82
972d0f9cf61b499a4812cf0bfa3ad3c4,82
eeb6de78f79159600292e314a77cbd18,82
3be634553519fb6536a03e1358e9fdc7,82
aba1721a889e04decc910aa13b768ef4,81
9674754b5a0cb32b638cec001178f799,80
1bb2bdb95f4841f1bba2c0d2cd83d3c9,80
744dac408745240a2c2528fb1b6028f3,79
080199a181c46c657dc5aa235411be3b,79
712e6ed8aa4aa1fa65dab41fed5737e4,79
d673a59aac7a70d8b01e6902bf090a11,79
f3da5b2ff499efb8d4a6d371d175d7dd,79
1f9ab4708f3056ede07124aad39a2554,78
34056b8b55c1775a22af2331670a799c,78
ce7d1888639e6fb06b2749cbfdac1ff7,78
54965bbe3e4f07ae045b90b0b8541f52,78
dfa0c4c6229ab200a4a1336b4d7128ff,77
70c27847eca8195c983ed7e798c56743,77
d12c926d74ceff0a90a21184466ce161,77
d921b68bf747894be13a97ae52b0f386,77
516e7738bd8f735ac19a010ee5450d8d,76
6b243f80ed07b10f0e8aa0f21a205f3c,76
670c26e0f1bf8d0576271d5cfaec6d2b,76
11bfa66332777660bd0640ee84d47006,76
8f119a0aee85c0c8fc534629734e94fd,76
cac4c8e7b1ca6252d8f20b2fc1a2e4af,75
a7f13822ceb966b076af67121f87b063,75
701938c450705b8ae65fc923b70f35c7,74
d05ae8f7a5bd1d2a690a44cd079e4e27,74
966cb4760537b1404caedd472cc610a5,74
6860153b69cc696d5dcfe1cdaaafcf62,74
9e6229250fedbe05838fef417b74e7fb,74
81a1104df0f08b59c68aa5b03cfe398e,73
1336efc61c316ddf92c899eb817f7cae,73
9de4643a8dbde634fe55621059d92273,72
08633c14ef2db992c11f840f04fad4cd,72
30a2f535bb48308f991d0b9ad4a8c4bb,71
e59aa562b9f8076dd550fcddf0e73491,70
f7ccf836d21b2fb1de37564105216cc1,70
23613d49c3ac2bd302259e55c06c050c,69
9646c3513289980f17226a2fc4720dbd,69
fd386aa7bed2af3c7035c65506c9b4a3,69
d50d79cb34e38265a8649c383dcffd48,69
ca3bd7cd9f149df75950150d010fe4a2,69
5343d0649eca2a983820bfe93fc4d17e,69
cb8bcce248bb1fb274ba762d8b971456,68
94144541854e298c2d976cb893b81343,68
822166ed1e47908f7cfb49946d03c726,68
e333046ce6517bd8bb510291d44f0130,68
066a6914e1ebf3ea95a216c73a986b91,68
bbad7e518d7af88a0897397ffdca1979,68
6fd52c528dcb38be2eea044946b811f8,67
5f2684dab12e59f83bef73ae57724e45,67
9d5a9018aee56acb367ba9c3f05d1d6a,67
8cbac7e12637ed9cffa18c7875207478,67
a420f60ff1aa9acc80d0e42959f2b313,67
f0b47fbbc6dee9aafe415a6e33051b3f,67
d13e50eaa47b4cbe9eb81465865d8cfc,67
834f3294fba9f932f56edc879193f925,66
643214e62b870443ccbe55ab29a4dccf,66
d566c37fa119d5e66c4e9052e83ee4ea,65
8e8a7ce9f2f970dc00e2acf6f6e199f6,65
8ae520247981aa06bc94abddf5f46d34,65
056b4ada5bbc2c50cc7842547dda6b51,65
4a3ccda38b2129705f3fb522db62ca31,65
99eaacc9e6046db1c82b163c5f84869f,65
48162d548f5b1b11b9d29d1e01f75a61,65
1838dd9b8977065acf51d95e0053ea7a,64
951e8cef368f09bb3f3d03c00ca4702c,64
beadbee30901a7f61d031b6b686095ad,64
6039e27294dc75811c0d8a39069f52c0,64
96493fab2fbb13a14d0c0e8772eef5c3,63
5058e8c1e82653974541e83690655b4a,63
520b493b57809f446cb0a233bb3e25c7,63
76d64c4aca3a7baf218bf93ef7fa768d,63
91f848e9f4be368f4318775aac733370,63
4c18691b6037662be2df78a765d98ab5,63
5f1dc28029d2c244352a68107ec2b542,62
715bbd5ba4e6b74cb0d2f29eb45058b0,62
b92e3c8f9738272ff7c59e111e108d7c,62
57e632711dec9ec14ca7546769483e7e,62
cce6ab8d1682639fe45ab70234f1665f,62
a17f621c590ea0fab3d5d883e1630ec6,62
e62b2d6ac10570a035a30bafcf01d263,61
05d2173d43ea568aa0540eba70d2ca76,61
116ccb1a1604bc88e4d234a8c23f33de,61
ce248b21cb2adc36282ede306b7660e5,61
0c7533c71df861ec58ad7ff999ed0e8d,61
01cf7e3d21494c41fb86034f2e714fa1,61
4e17c65a516f69d023a2ae78b84f28d6,61
7a241947449cc45dbfda4f9d0798d9d0,61
75d34ebb1bd0bd7dde40dd507b8169c3,61
709e16e2b25c7474d980076c6bfc4806,60
058fd0aa2bfdb2274e05e1ae971dabb6,60
06579cb253ecd5a3a12a9e6eb6bf8f47,60
aced59e9b31ef866a94f9e7f29d8d418,60
d57e18d5f73c7ccb7f7339b61166898d,60
05f51e13da97139648b8125c31e5f51b,60
fcb5ace8bcc92f75707dc0f01a27d269,60
582d4f8675b945722eda7c0cb61ba4c7,59
fffd5413c0700ac820c7069d66d98c89,59
b6d44737c043328708f6749c2dbe50bd,59
d650b663c3b5f6fb392b6326366efa9a,59
c6bda72e4dbf5c5866b13cb1810c6d03,59
f7720c4fa8e3aba4546301ab80ea1f1b,59
05ff92fedb5be47920fea08e501238b9,58
c864036feaab8c1659f65ea4faebe1da,58
7681ef142fd2c19048da7430856b5588,58
5b925e1d006e9476d738aa200751b73b,58
b372ee768ed69e46ca8cdbd267aa7a38,57
4992e76a42cb3aad7a7047e0d3d7e729,57
3078096983cf766a32a06257648502d1,57
45d33f715e24d15a6ccf5c17b3a23e3c,57
376a891762bbdecbc02b4b6adec3fdda,57
3bdff180c7e1f6551a643b99c265a120,57
1b8356dabde1d35e17cef975c3f82730,56
6d803cb79cc31c41c4c789a75933b3c7,56
17f51e7198701186712e53a39c564617,56
8a130737016f838139d31878787a39c9,56
e882b2a25a10b9c057cc49695f222c19,56
062ce95fa2ad4dfaedfc79260130565f,55
6c177e38df6d3f34182b1f1d427231bf,55
7d456afc660226829370f3173d14520c,55
1eade46fba20122dc4aefb379f8c636b,55
fa1a9dec3a9940c072684a46728bf1fc,55
750303a20e9c56b2a6bc45cdce0b897d,54
e067ad2c1c0b48758eb1b5228bcf7a68,54
cc63f0dd2acba93ffed4fe9f8e0321fa,54
a5cba26a62b8b4d0145b68b841e62e7f,54
f214d28e8d8e3ef068748498ccc2f813,54
d9a84e1403de8da0c3aa531d6d108ba6,54
dc317f341ab0e22f39acbd9dbf9b4a1f,54
a888faf2d1baececa6baf9c3d603ee1f,54
2dee2ce60de9709b1a24083217181a1f,54
d9bd94811c3338dceb4181f3dbc0c73e,54
7202e2ba20579a9bd1acb29e61fe71f6,53
b17b679f4f5ce2e03ce6968c62648246,53
3504c0cb71d7fa48d967e0e4c94d59d9,53
3df020b72d3d44b3af9d110fa3940b65,53
2b3e4a2a3ea8e01938cabda2a3e5cc79,52
751bdc4d83a466c7206cd42e8f426b03,52
e24fc9fcd865784fb25705606fe3dfe7,52
2a7dc43cecabf23403078e2188437d1d,52
624f4ece8da4aafb77699233d480f8ef,52
2a1348e9addc1af5aaa619b1a3679d6b,51
002100f778ceb8431b7a1020ff7ab48f,51
95f83f51203c626648c875dd41874c7f,51
a6fe7de3d16f6149ffe280349a8535a0,51
0d85bbda9889ce1f7e63778d24f346eb,51
2a261b5b644fa05f4f2700eb93544f2c,50
318f287a62ab7ac10b703ac37435a231,50
048c2757535328e0d7dac690ad3c0aae,50
0b35c634521043bf4b47e21547b99ab5,50
abe42c5d03695b4257b5c6cbf4e6784e,50
165fc07beebdcb6190fba8a06db2a449,50
23d7c96d4a1160db1c726b248601b25a,50
602044f2c16190c2c6e45eb35c2e21cb,50
50c9975695009e5e6473912e83a6d1da,50
ea566164622c6b439516ab18062c42cd,50
09f952a5f58d2285b0372551ae8f9b01,50
138dbe45fc62f1e244378131a6801526,49
b1a81260566c1bac3114a6d124413f27,49
25cf099de44674fde97473224f9d59ab,49
729b2d09b2a0bdab221076327f13d050,49
4c03b9dd4c11ee2cb35c96c49efc9420,48
aae3bfea055532c57fb453ed3ec80b30,48
0ef83d7d83ed97cd2a0049ac8be5f88a,48
8b9d6eec4a7eb7d0f9d579ce0b38324d,48
db2956745b3a8e9f3785c99f34b5d25e,47
83e197e95a1bbabc8c75e883ed016c47,47
0691148aee60ca47977c187804f935ae,47
4c498c7345e89aebad651544829beca0,47
56642bcb79900e777d68e91915cb4267,47
2a5b78b41cd05baeac8df54c6606b92c,47
381c83fdca332ea6afd896da20bf6e4a,46
9b00ed88b7fdb95d6ff76e27c1b52d16,46
994f04b3718c2bab35c2adfa8afecd2a,46
382229d1e840115ffe3dbf5ff460e417,46
fdb9095204a334cd8872252ffec6f2db,46
3bb548e3cb7f70f28e3f11ee9dce0e59,46
81f89e42267213cb94da7ddc301651da,46
cb3dd9ce66268c7a3ca7241ac70ab58c,46
afe0067131b73e40875c9b6c10bd2e21,45
bccf933e006e9b94a6184af782963e77,45
b32be1695eb7ec5f10f72d9610a12527,45
6b90f847357d8981edd79a1eb1bf0acb,45
406822777a0b9eb5c50e442dd4cd3ec5,45
c66dccfb3f109511246da627dd5a2498,45
b8bc237ba3788b23da09c0f1f3a3288c,45
ff1fb4c404b2efe68b03350a8dc24122,45
abcd2cb37d46c2c8fb1bf071c859fc5b,45
c68fb906c8f4b4b946d8386bfa6e5467,45
ede0c03645598cdfc63ca8237acbe73d,45
903037660cf848a717166eb7a06d616e,45
432c37c9dfba871172ec162e20118b8c,45
efcd8d2104f1a05d028af7bad20d974b,44
02f623a8eb246f3c5f7c2f96462654e6,44
2d50d6282f8aa2257819a77bfaa0efe0,44
58f1a6197ed863543e0136bdedb3fce2,44
b18dc380845b24038cfc48006478f099,44
f680f85bee2d253556ac91be391d2c82,44
c9aafcd0621b2207c10e32c649cada4d,44
acce39e832338debb07b02385cde5967,44
b39d7fe263ef469605dbb32608aee0af,44
6f892e20a171e98efe17fdb971ff319b,44
b410bdd36d5db7a65dcd42b7ead933b8,44
870d0118f7a9d85960f29ad89d5d989a,43
a2e874074c877c5a05abae80ad6e488f,43
ad781527c93d00d89a11eecd9dcad7c1,43
99a54764c341d5dc80b4a8fac4eba3fb,43
0ed6ce5d87fd9c69eaacaeb778d67235,43
f789d2c4f2c2eb38fc4373e7a4b35264,43
1da366cade6d8276e7d8beea7af5d4bf,43
ef990a83bbea832f36ebe81376335aa8,43
835f0f7810c76831d6c7d24c7a646d4d,43
834f8533b2ecb6598dd004ff3de7203a,43
31344c16881c08a8a72c6d2eb29918c1,43
33a17d60c64393351ebf1ef860f4e0f2,43
3d8fa2f5b647373c8620330c4e077a9f,43
3f995f07c49d0d55a99d5c54957f7d81,43
cd06602b43d8800bd0afad514919d35c,43
4da0e408c99d2fdc2126dc9fce518060,43
5f3ae9136c875522250f8184f253413a,43
1d4587203296c8f4ad134dc286fa6db0,42
e0a366315b1b726b6c7832d664c0f530,42
9add47bf45ce8e8c7db6b9cf670b1e09,42
e63e8bfa530fb16910dd6956e592bb81,42
c60b801f2d52c7f7f91de00870882a75,41
dd533b429f380718b70ad9922c294bae,41
23c38debaffe4a25a30fdbd9b586a13f,41
c013e57c075a06e5b5c48ee03c525719,41
c847e075301870dd144a116762eaff9a,41
7dc8c42cc750eeafea6c85712ffee9bf,41
82e0a475a88cc9595229d8029273f045,41
43f8c9950d11ecd03a0304a49e010da6,41
3f3486b61f45078d4f31ee5e43d8c5bb,40
34d1ca11b242c0fee2c834ae8d788566,40
b56906f7fd1696e043f1bcce164c487b,40
d66c305afaec317ebee552073a674429,40
83deb69e889cf80f82be1dc6d5f2d486,40
20d83f3ef0e6925fd74bfd59170babf7,40
daeb5653dd96c1b11860f72209795012,40
1ce3ae5a399804d1a87e706f8a813c3e,40
2089a6d640999f9b9141ac719b2af596,40
6df688df543f90e9b38f4319e75a9d88,40
dc8798cbf453b7e0f98745e396cc5616,40
b1ac6ea7895bc3dd6f0f6f4abbdd2821,40
4559697a8f7e637227c2eeaed843baff,40
bacb1f0ed56ad24198f5810d2b3fe9a5,39
ad420dd0c4f92f8af951ac24b86d0cf5,39
d23019c84ffae2d5ef2270367b8605fc,39
0bf0150d5b9d60d9cd2906003332f085,39
55a5b51f93f2b70ea513f5a047b0262a,39
113e3a788b935f48aad63e1c41dac1bd,39
cee48807215b30a12ca2ca10ffb5f250,39
b94cc9f10ddc85e4ba73a6f7974e7101,39
d1b65fc7debc3361ea86b5f14c68d2e2,39
75fbb52eda0cbc24f479d3b2fbfa8d3e,38
96804ea39d96eb908e7c3afdb671bb9e,38
0176f73cc1195f367f7b32db1e5b3aa8,38
7f7b8245c336066a1f9933c359f11d77,38
ba90964cff9b9e0e6f32b23b82465f7b,38
0cbcee27c791afa0cdcb08587a2013a8,38
5b8154610ebb21fb90eb587365e673df,37
e2aee0892199b1d92530e371abd825bf,37
66dc1b1632bd6a3e508510c5b3492107,37
594f9aaa48e5bf431f011ddc5669b0d5,37
5a93f3ab0ef4c84ed5e1b5dbf23978bc,37
45ba18c210d42734ec52c0c1c574e9ee,37
14d7985702e72162bbf13b6beb74ab2b,37
3c03b12bab54d8b37d79d914bfdb1aa0,37
63b464dbf392c7b80d12d932fa7cafed,37
3fd1e727ba94cfe122d165e176ce7967,36
99002261c568a84cce14d43fcffb43ea,36
3ab971ce71839580d2ae5b4e40fe8044,36
bd4889b5e9133b35b66e42a8665cea5c,36
32b8764b4ef628b53608fc34011fcc13,36
325f3178fb58e2a9778334621eecdbf9,36
e8f6dc8e6a1dcde89d20e3995c8d90b3,36
6b3bd31ad8fcda4b2635ec9f3ff2ecdf,36
31561f325664a8a7aba4c8d0c3a9b3db,36
5cbbd5a299cab112b7bf23862255e43e,36
ec8879960bd2221d5c32f8e12f7da711,36
bf84056e679dbe9c69929847a40e338f,36
26d8a1c7c75d513045798992ead43aa2,36
f181738b150df1f37cb0bd72e705b193,36
240b9776d844d37535668549a396af32,36
bba74270a87732727b5a3b4fd9ac1c39,36
3586b8580d9c917874e053a1bb37b5ff,36
93dc87703c046b603023e75222018b45,35
11305281b50fff20ae8bb473f8e11876,35
65febd49fd28ec955651299159b1f527,35
6338ea67c41078a46ad99cc009654956,35
718539d38d07dd351c76db862760e2e2,35
6a0cbc8af2e8abd1bdfb777943d174c6,35
dd55f1bb788714a40e7954c3be6df745,35
b90e891671cffd9557f33a97dc523645,34
d5ba419e26d246a0719437cf37d9b46d,34
71039d19d4303bf9054d69e9a9236699,34
e96498ed8daaa3e9c23f7a62da76591c,34
bf3c6d2a28b2b5501e6c15448982dcc9,34
d3f39f05462b79a4562d35893a28f159,34
33ac3e28642ab8bda860a2f693000e78,34
e49c26c3edfa46d227d5121a6b6e4d37,34
a3dd39f583bc80bd8c5901c95878921e,34
5b179e9e8cc7ab6fd113a46ca584da81,34
cc5a78bbad32776dc4e3af205218368c,33
fde0cc9ea29c8ccfc0a2c22256a58c71,33
0ffa40d54288e4f3499b8780dd0f144f,33
974cf2cb8f4b7add98709c30df02fe10,33
232a6014e7b10cba61c6c2b2ea6bb4b0,33
dfc5fb7259bb2b599ca565e6e9448f0f,33
d93919c944be9cff128f6c9cb899eacb,33
b839e41795b7f3ad94cc2014a52f6796,33
